OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus
Otu000255,195,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified
Otu000256,130,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000257,221,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000258,161,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu000259,129,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
Otu000260,105,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Geminicoccus
Otu000261,230,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis
Otu000262,111,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,unclassified
Otu000263,200,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unclassified
Otu000264,85,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae_1,Shimazuella
Otu000265,180,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000266,317,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000267,245,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000268,263,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000269,158,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000270,108,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea
Otu000271,125,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000272,179,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu000273,231,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000274,146,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000275,139,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000276,221,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000277,133,Bacteria,Firmicutes,Clostridia,unclassified,unclassified,unclassified
Otu000278,263,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium
Otu000279,190,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000280,119,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu000281,249,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000282,119,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000283,103,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
Otu000284,77,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000285,87,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000286,142,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu000287,305,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000288,123,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Adhaeribacter
Otu000289,164,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu000290,145,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000291,185,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,unclassified
Otu000292,414,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000293,169,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,unclassified
Otu000294,228,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Algoriphagus
Otu000295,103,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000296,96,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000297,106,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu000298,127,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu000299,187,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
Otu000300,120,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000301,105,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Gp1
Otu000302,119,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobineae_incertae_sedis,Aciditerrimonas
Otu000303,284,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000304,106,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000305,82,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000306,85,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,unclassified
Otu000307,181,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000308,177,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000309,150,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000310,69,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000311,109,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas
Otu000312,127,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000313,117,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000314,138,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas
Otu000315,113,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000316,108,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000317,82,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000318,178,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu000319,136,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000320,99,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000321,99,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Otu000322,127,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea
Otu000323,142,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000324,100,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified
Otu000325,532,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio
Otu000326,84,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000327,103,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000328,155,Bacteria,Armatimonadetes,Armatimonadetes_gp5_class_incertae_sedis,Armatimonadetes_gp5_order_incetae_sedis,Armatimonadetes_gp5_family_incetae_sedis,Armatimonadetes_gp5
Otu000329,152,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
Otu000330,98,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000331,113,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu000332,124,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000333,86,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000334,172,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Actinopolymorpha
Otu000335,70,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000336,1186,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000337,72,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7
Otu000338,219,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000339,174,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea
Otu000340,187,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
Otu000341,92,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unclassified
Otu000342,152,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000343,62,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000344,545,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000345,138,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000346,205,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000347,162,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000348,119,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000349,102,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unclassified
Otu000350,81,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu000351,110,Bacteria,Chloroflexi,Chloroflexi,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon
Otu000352,90,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000353,78,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
Otu000354,186,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000355,112,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000356,159,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000357,62,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu000358,116,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Garciella
Otu000359,74,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000360,202,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000361,71,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
Otu000362,265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus
Otu000363,60,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000364,123,Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_IV,Caldicoprobacter
Otu000365,72,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified
Otu000366,162,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000367,130,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000368,71,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000369,53,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu000370,64,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000371,109,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
Otu000372,71,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis
Otu000373,80,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000374,51,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000375,67,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000376,108,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000377,80,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000378,112,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000379,111,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000380,50,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Sulfuricella
Otu000381,53,Bacteria,Acidobacteria,Acidobacteria_Gp10,Acidobacteria_Gp10_order_incertae_sedis,Acidobacteria_Gp10_family_incertae_sedis,Gp10
Otu000382,89,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu000383,86,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000384,91,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000385,90,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000386,100,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000387,47,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000388,68,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu000389,133,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium
Otu000390,90,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000391,99,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000392,99,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,unclassified
Otu000393,73,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000394,137,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
Otu000395,73,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobineae_incertae_sedis,Aciditerrimonas
Otu000396,71,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Gp3
Otu000397,84,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Kofleria
Otu000398,71,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified
Otu000399,66,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000400,119,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000401,63,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000402,141,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu000403,87,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Otu000404,208,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu000405,69,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000406,124,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,unclassified
Otu000407,64,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000408,130,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu000409,76,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000410,72,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,unclassified
Otu000411,150,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
Otu000412,164,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000413,98,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000414,83,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000415,71,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000416,52,Bacteria,Acidobacteria,Acidobacteria_Gp5,Acidobacteria_Gp5_order_incertae_sedis,Acidobacteria_Gp5_family_incertae_sedis,Gp5
Otu000417,74,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified
Otu000418,91,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu000419,59,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000420,75,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000421,85,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unclassified
Otu000422,52,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000423,57,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000424,56,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000425,85,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Alterococcus
Otu000426,94,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000427,124,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000428,109,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000429,172,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000430,180,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000431,61,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000432,83,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000433,74,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000434,84,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu000435,169,Bacteria,BRC1,BRC1_class_incertae_sedis,BRC1_order_incertae_sedis,BRC1_family_incertae_sedis,BRC1_genera_incertae_sedis
Otu000436,77,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu000437,65,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4
Otu000438,70,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000439,76,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000440,99,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,unclassified
Otu000441,47,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000442,61,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000443,242,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified
